ID,DATE,AMOUNT,ACCOUNT_ID
43832,01/15,-35.24,11
43833,06/16,14.5,20
43834,09/13,-46.93,2
43835,07/25,-38.25,7
43836,02/04,-41.04,11
43837,03/13,66.73,19
43838,03/14,-43.13,14
43839,08/07,-4.84,20
43840,11/03,81.65,13
43841,07/06,-57.14,16
43842,06/17,20.86,12
43843,07/23,57.39,20
43844,12/23,34.92,8
43845,09/30,-58.54,11
43846,05/23,81.59,8
43847,11/13,-25.44,18
43848,07/19,36.71,17
43849,05/16,34.33,6
43850,04/02,94.0,16
43851,06/30,75.08,4
43852,10/22,-26.2,17
43853,04/03,36.53,16
43854,05/17,-35.69,14
43855,09/08,-9.91,7
43856,08/13,-12.91,16
43857,12/18,-39.72,11
43858,07/17,94.7,10
43859,10/08,26.26,6
43860,09/09,4.91,18
43861,09/15,44.34,7
43862,07/15,65.01,10
43863,07/29,97.84,15
43864,12/23,-5.09,7
43865,01/18,44.9,10
43866,01/24,11.83,8
43867,08/30,79.25,5
43868,09/04,-76.72,8
43869,05/19,-44.41,14
43870,01/27,-89.75,4
43871,11/03,92.05,13
43872,05/10,48.8,20
43873,09/05,-93.13,14
43874,05/24,59.34,15
43875,06/18,65.09,8
43876,01/04,42.72,11
43877,04/12,-74.79,14
43878,01/06,33.84,18
43879,04/08,-62.0,20
43880,11/26,0.44,15
43881,09/24,-64.94,14
43882,03/23,-59.94,12
43883,05/29,-42.3,13
43884,10/11,97.64,18
43885,08/01,41.25,12
43886,03/24,26.68,4
43887,06/25,81.7,7
43888,08/22,45.39,15
43889,04/15,-42.15,6
43890,12/19,-11.37,16
43891,12/27,54.21,17
43892,09/26,18.88,15
43893,01/19,28.0,19
43894,05/04,27.63,14
43895,12/20,-67.2,7
43896,02/12,45.99,14
43897,08/26,-41.13,16
43898,08/12,74.66,1
43899,10/10,34.59,1
43900,04/05,-79.65,3
43901,01/28,51.73,7
43902,06/01,44.39,7
43903,06/27,-47.19,10
43904,01/16,-43.4,4
43905,11/14,41.08,3
43906,12/05,24.87,18
43907,04/16,89.37,19
43908,01/08,46.41,19
43909,03/10,99.68,6
43910,05/07,-17.73,8
43911,04/20,63.61,9
43912,09/06,39.61,20
43913,05/13,38.15,14
43914,06/11,-35.13,6
43915,03/12,29.16,10
43916,06/27,29.85,7
43917,07/25,85.33,17
43918,08/22,51.95,15
43919,10/12,56.52,10
43920,01/23,-86.97,19
43921,02/12,56.91,13
43922,05/10,-40.78,5
43923,02/27,-59.38,18
43924,08/15,-90.97,8
43925,01/19,3.15,8
43926,05/25,-61.1,13
43927,12/08,-88.07,19
43928,09/21,-9.12,15
43929,08/07,0.9,10
43930,02/05,-9.04,9
43931,01/21,-33.51,19
43932,02/19,46.46,19
43933,10/23,-47.3,12
43934,10/28,-88.23,1
43935,12/25,69.63,6
43936,02/26,-71.05,8
43937,03/17,-86.85,19
43938,03/25,-98.11,12
43939,10/10,90.64,18
43940,07/17,-24.18,20
43941,05/29,64.07,2
43942,11/24,-48.4,6
43943,06/13,-42.68,5
43944,06/11,19.12,7
43945,06/14,8.7,14
43946,10/21,76.89,8
43947,09/22,92.03,11
43948,09/10,46.12,14
43949,02/12,-78.31,19
43950,08/21,0.65,1
43951,12/24,-49.23,2
43952,10/03,-7.24,8
43953,07/11,38.57,8
43954,02/12,-98.91,13
43955,08/19,83.69,20
43956,04/04,-89.03,8
43957,05/24,-66.23,4
43958,01/25,81.56,20
43959,12/05,78.2,4
43960,07/22,-50.01,3
43961,08/31,35.93,17
43962,10/29,-51.29,12
43963,04/03,95.87,14
43964,08/03,-93.11,15
43965,03/24,7.36,9
43966,02/03,-70.4,17
43967,12/14,-90.04,9
43968,09/06,-31.95,20
43969,05/16,33.94,4
43970,12/16,37.83,18
43971,02/07,93.66,7
43972,01/06,-17.69,18
43973,02/10,89.98,8
43974,08/10,-40.71,17
43975,11/27,-47.16,16
43976,11/05,-49.34,3
43977,08/08,-48.37,9
43978,05/26,-53.44,10
43979,12/11,-38.1,20
43980,11/21,6.28,16
43981,10/13,99.0,10
43982,12/25,-35.36,20
43983,12/31,-81.25,2
43984,04/19,-45.85,13
43985,11/20,-97.58,15
43986,02/28,59.02,9
43987,07/30,-21.74,18
43988,03/17,80.88,5
43989,06/21,95.94,10
43990,10/31,-47.49,9
43991,07/20,52.86,9
43992,05/07,40.51,6
43993,04/18,77.11,4
43994,04/15,95.03,4
43995,12/31,83.4,13
43996,08/17,-25.14,19
43997,11/20,37.59,3
43998,03/12,-68.65,5
43999,06/14,56.29,18
44000,01/13,-40.5,5
44001,05/04,26.48,4
44002,09/25,67.85,14
44003,08/10,45.91,15
44004,01/30,87.74,2
44005,01/24,27.71,6
44006,08/23,39.52,11
44007,09/06,95.43,15
44008,10/25,-53.02,19
44009,01/25,81.21,8
44010,05/28,65.26,7
44011,02/09,12.4,1
44012,04/12,91.7,18
44013,02/14,54.31,2
44014,06/25,-23.32,14
44015,03/09,78.26,9
44016,05/01,15.99,17
44017,10/30,43.51,4
44018,08/02,-37.38,11
44019,09/20,21.87,5
44020,10/22,80.7,12
44021,06/03,66.81,18
44022,02/14,35.08,6
44023,05/02,-27.15,19
44024,09/27,-75.98,7
44025,04/25,15.59,18
44026,12/10,-86.66,13
44027,02/10,-71.94,2
44028,04/10,98.96,17
44029,11/19,-57.57,7
44030,08/10,6.49,20
44031,10/05,-97.59,18
44032,03/20,84.22,9
44033,12/01,-37.31,15
44034,06/15,-52.87,7
44035,04/30,-19.44,5
44036,03/20,79.01,19
44037,08/14,-21.02,4
44038,09/28,-46.27,12
44039,08/09,-75.01,10
44040,09/08,-69.42,13
44041,04/07,65.79,16
44042,12/11,47.5,5
44043,04/01,17.28,8
44044,04/03,-13.19,13
44045,03/22,87.04,15
44046,09/06,-4.28,3
44047,02/27,62.08,10
44048,02/05,13.58,5
44049,06/28,-44.24,13
44050,03/06,-54.22,8
44051,06/05,62.82,10
44052,06/26,68.14,5
44053,05/17,69.34,4
44054,12/07,-69.08,2
44055,01/27,45.46,19
44056,03/03,-92.98,5
44057,09/05,56.64,6
44058,08/28,19.61,17
44059,03/13,-10.08,17
44060,07/10,21.77,18
44061,12/01,-71.63,1
44062,12/19,60.1,16
44063,07/01,46.23,7
44064,11/28,19.82,4
44065,05/29,61.87,17
44066,01/20,-66.47,4
44067,06/24,-77.78,19
44068,10/07,-44.94,4
44069,10/17,62.88,11
44070,08/26,-23.47,6
44071,05/17,-28.34,9
44072,01/16,92.92,6
44073,07/29,56.39,19
44074,08/31,58.86,2
44075,12/15,-18.92,11
44076,10/01,55.29,4
44077,02/18,78.72,20
44078,08/09,-35.72,8
44079,03/23,-35.79,8
44080,11/22,3.71,8
44081,05/23,15.03,10
44082,02/25,88.0,1
44083,05/04,56.24,9
44084,10/30,94.82,10
44085,04/16,99.19,15
44086,11/14,-92.55,17
44087,01/28,-98.94,11
44088,03/23,44.44,17
44089,10/14,30.72,10
44090,09/28,77.85,5
44091,10/16,-43.77,13
44092,02/14,-38.24,14
44093,04/13,-15.32,7
44094,07/06,-12.9,3
44095,08/31,29.34,15
44096,05/23,88.04,13
44097,02/02,-82.9,1
44098,12/23,87.83,14
44099,04/14,-5.06,4
44100,10/22,-14.34,8
44101,07/10,54.64,4
44102,12/01,-14.61,5
44103,03/09,-57.89,16
44104,11/03,2.12,6
44105,07/08,-31.89,2
44106,03/29,-76.51,5
44107,06/19,-77.76,14
44108,01/04,22.72,4
44109,05/11,-91.12,20
44110,08/12,-79.63,20
44111,12/02,-44.79,15
44112,05/06,-98.52,9
44113,04/28,-50.56,7
44114,02/04,31.92,2
44115,04/27,-5.32,3
44116,05/10,53.45,13
44117,08/26,-81.81,11
44118,08/26,-63.81,18
44119,01/04,54.51,6
44120,07/15,-45.7,17
44121,03/15,17.03,13
44122,12/02,88.09,13
44123,02/05,-35.21,15
44124,09/08,-38.97,4
44125,07/24,72.64,19
44126,12/26,93.1,20
44127,09/16,36.77,9
44128,03/11,-29.03,1
44129,06/27,-94.71,15
44130,06/09,-50.58,13
44131,04/26,-13.26,7
44132,11/20,-91.65,4
44133,11/10,-70.61,10
44134,12/05,-6.22,18
44135,02/20,50.96,11
44136,01/08,-99.86,5
44137,01/11,-51.46,7
44138,11/21,-51.63,7
44139,10/16,-28.39,17
44140,06/11,-49.66,8
44141,05/27,-47.44,6
44142,06/05,61.84,10
44143,12/07,21.18,19
44144,01/20,-68.68,18
44145,10/06,-23.7,9
44146,08/12,56.34,3
44147,06/02,60.42,10
44148,01/23,-73.04,13
44149,12/22,-16.74,6
44150,06/02,-76.57,11
44151,08/06,-5.15,4
44152,11/12,24.92,3
44153,05/31,-0.69,1
44154,06/23,14.34,17
44155,05/19,-33.19,17
44156,07/26,4.54,15
44157,02/23,-4.86,8
44158,12/04,-1.18,11
44159,02/21,16.55,14
44160,01/23,-99.95,17
44161,01/17,60.95,15
44162,12/03,1.88,18
44163,10/16,26.36,14
44164,07/26,36.9,20
44165,08/05,-79.93,14
44166,12/29,-15.93,4
44167,10/15,14.67,10
44168,10/08,-89.93,2
44169,02/11,-72.62,17
44170,01/25,87.96,13
44171,09/13,-83.54,7
44172,06/28,-43.47,20
44173,11/30,28.82,10
44174,07/01,58.76,13
44175,06/30,-52.58,2
44176,07/18,-84.66,20
44177,01/05,35.64,19
44178,10/21,-68.91,10
44179,02/28,-30.17,5
44180,07/30,-71.7,16
44181,04/11,23.49,20
44182,09/20,35.8,6
44183,09/20,-82.9,13
44184,08/07,13.03,9
44185,07/13,61.47,6
44186,01/03,66.42,12
44187,05/20,78.23,18
44188,04/20,70.27,5
44189,11/21,34.84,8
44190,02/07,-68.83,17
44191,06/10,37.67,18
44192,07/26,-66.84,19
44193,06/28,47.27,7
44194,07/14,75.58,10
44195,05/23,13.68,13
44196,08/10,-26.81,5
44197,08/12,5.58,6
44198,03/27,-12.97,13
44199,05/21,-43.55,8
44200,03/30,-88.97,2
44201,02/02,-27.03,6
44202,12/06,-27.97,5
44203,05/28,95.99,19
44204,07/12,-21.25,4
44205,04/19,49.39,13
44206,05/15,-36.64,3
44207,03/17,-7.18,10
44208,01/25,-56.62,2
44209,12/17,-70.21,18
44210,04/12,-68.82,12
44211,06/27,35.84,8
44212,09/06,-9.75,3
44213,04/23,-60.66,4
44214,07/09,-17.88,3
44215,09/13,72.28,1
44216,08/25,-28.28,10
44217,10/21,84.79,13
44218,10/27,16.09,8
44219,09/11,-28.98,17
44220,12/08,53.41,5
44221,07/01,8.81,8
44222,05/23,26.54,18
44223,03/19,-90.66,15
44224,08/10,-48.88,8
44225,07/22,50.6,14
44226,01/30,-75.97,11
44227,05/22,-26.72,11
44228,11/21,24.27,8
44229,04/20,27.37,13
44230,09/19,16.21,2
44231,06/10,-49.38,19
44232,08/08,-95.52,19
44233,01/16,12.24,9
44234,12/31,-29.39,18
44235,08/08,27.85,4
44236,10/20,53.4,20
44237,10/10,-42.33,7
44238,08/11,39.66,16
44239,06/14,-63.4,14
44240,09/28,26.01,12
44241,11/02,55.4,9
44242,09/02,-34.18,14
44243,02/28,80.45,11
44244,12/27,74.92,9
44245,12/13,72.33,5
44246,08/31,95.15,1
44247,10/23,-84.11,12
44248,11/04,-34.82,10
44249,10/21,95.42,18
44250,03/11,-30.27,8
44251,07/22,1.28,10
44252,02/13,-65.04,5
44253,02/08,-39.03,4
44254,04/20,-92.91,11
44255,12/12,-12.49,7
44256,05/12,90.23,8
44257,07/16,-12.47,9
44258,08/10,88.08,2
44259,09/12,2.72,18
44260,07/23,-59.68,4
44261,08/01,23.81,16
44262,06/16,43.6,11
44263,09/21,94.93,10
44264,04/04,20.73,19
44265,02/09,-41.78,6
44266,08/15,-85.65,20
44267,03/23,2.98,5
44268,06/09,11.85,3
44269,04/30,-74.85,6
44270,06/25,-88.01,11
44271,01/27,-59.76,8
44272,08/21,40.87,8
44273,06/17,75.14,4
44274,12/29,-25.56,9
44275,04/08,1.43,20
44276,07/31,42.67,12
44277,02/24,62.96,3
44278,04/09,-70.34,10
44279,03/14,-98.81,15
44280,07/08,7.47,18
44281,02/03,0.42,5
44282,05/26,-83.98,5
44283,12/23,17.69,9
44284,07/30,-99.22,13
44285,08/16,-33.75,16
44286,07/10,22.49,2
44287,07/12,90.71,16
44288,01/15,70.35,1
44289,10/14,3.78,14
44290,06/25,-12.56,3
44291,03/24,-67.09,8
44292,02/11,46.9,2
44293,12/07,-7.15,14
44294,11/22,-86.84,15
44295,12/23,-25.05,12
44296,03/10,-50.63,12
44297,10/04,-74.22,8
44298,01/14,20.63,17
44299,03/26,87.63,4
44300,04/11,-75.94,20
44301,03/16,-9.58,8
44302,09/29,-83.56,12
44303,04/13,-99.41,3
44304,01/26,12.85,8
44305,01/23,93.88,18
44306,12/17,-53.73,1
44307,05/07,-57.83,1
44308,07/18,-83.14,6
44309,08/11,11.21,14
44310,02/14,57.3,13
44311,06/21,-80.76,1
44312,08/28,40.58,19
44313,05/23,63.85,17
44314,12/07,6.83,15
44315,10/28,-96.84,12
44316,05/17,86.47,11
44317,11/08,23.11,17
44318,01/28,38.59,14
44319,05/12,42.23,11
44320,10/04,7.99,4
44321,03/02,96.62,8
44322,11/22,-20.43,13
44323,09/20,95.63,9
44324,07/27,51.18,14
44325,10/24,96.6,7
44326,07/24,-80.23,16
44327,05/11,-5.61,16
44328,09/23,-90.39,10
44329,05/24,-36.23,3
44330,11/25,32.98,12
44331,07/25,-50.65,12
44332,07/05,-42.87,3
44333,10/05,-23.78,5
44334,11/19,58.55,15
44335,05/20,63.32,10
44336,10/04,11.68,17
44337,10/28,2.49,8
44338,08/26,26.48,12
44339,10/25,33.98,2
44340,06/19,93.28,7
44341,05/28,-97.1,13
44342,09/04,-87.31,12
44343,05/27,-1.25,10
44344,03/04,11.22,12
44345,07/15,-85.09,11
44346,04/23,-14.88,8
44347,11/09,-3.49,14
44348,09/23,-91.3,2
44349,08/14,18.18,17
44350,09/18,-87.89,17
44351,04/15,-15.22,6
44352,06/13,-50.49,4
44353,12/17,12.38,7
44354,12/29,-75.0,8
44355,10/05,-36.92,5
44356,04/01,-22.68,11
44357,02/15,-74.21,12
44358,06/17,43.37,20
44359,03/25,-15.96,16
44360,03/23,50.45,10
44361,12/02,37.29,5
44362,06/26,-86.36,12
44363,04/20,-63.24,17
44364,08/16,20.61,14
44365,08/06,23.27,1
44366,01/19,-36.34,19
44367,05/12,32.76,11
44368,06/10,75.54,6
44369,07/31,45.7,7
44370,10/02,-70.79,14
44371,04/12,38.39,1
44372,04/28,-72.13,1
44373,12/08,95.97,14
44374,01/10,94.98,10
44375,07/24,-25.07,14
44376,07/30,-40.28,6
44377,10/22,-13.62,3
44378,01/05,-68.23,8
44379,11/16,-79.82,12
44380,04/25,-61.58,7
44381,10/10,-83.6,12
44382,08/27,-95.66,11
44383,12/22,80.52,16
44384,11/01,-16.59,15
44385,02/14,39.18,13
44386,08/21,20.17,19
44387,03/20,-85.38,10
44388,10/13,88.9,12
44389,08/07,-55.62,3
44390,04/20,30.0,11
44391,08/28,57.3,11
44392,12/13,7.03,20
44393,08/15,52.19,14
44394,04/09,-95.01,16
44395,07/28,19.5,8
44396,06/07,-45.97,7
44397,01/17,-36.86,20
44398,02/10,1.79,12
44399,06/16,-99.62,3
44400,06/21,52.72,4
44401,11/23,53.43,11
44402,04/23,60.62,14
44403,10/05,98.64,17
44404,10/10,-70.84,19
44405,07/25,12.4,12
44406,10/09,97.14,3
44407,09/05,21.2,20
44408,12/01,-2.05,12
44409,10/27,-69.35,8
44410,04/20,-95.38,18
44411,06/20,-75.77,19
44412,06/16,-71.54,16
44413,01/24,-41.47,20
44414,12/28,45.46,12
44415,05/23,58.72,6
44416,04/12,71.93,4
44417,10/01,-77.29,10
44418,09/07,-90.96,18
44419,09/16,-94.13,12
44420,02/17,49.5,19
44421,11/17,98.75,6
44422,03/06,10.41,1
44423,12/02,-20.63,7
44424,04/30,-50.44,7
44425,03/13,-72.36,5
44426,08/16,-51.95,13
44427,08/27,40.63,18
44428,11/21,47.46,14
44429,03/10,-49.8,1
44430,08/20,17.85,3
44431,08/26,57.61,5
44432,03/17,-34.35,9
44433,01/28,85.32,17
44434,12/22,72.68,6
44435,06/10,-60.15,15
44436,12/31,92.35,20
44437,12/06,-49.47,19
44438,07/13,-25.58,13
44439,09/29,55.91,3
44440,07/02,47.39,7
44441,11/14,-7.67,19
44442,03/28,-7.96,9
44443,01/08,-29.89,16
44444,06/11,-74.35,5
44445,04/04,19.96,17
44446,09/14,18.59,7
44447,04/09,8.43,12
44448,10/12,68.65,1
44449,05/13,-88.69,9
44450,09/20,41.25,10
44451,07/02,40.52,5
44452,02/26,-82.13,7
44453,02/11,-73.0,7
44454,03/11,80.39,18
44455,08/10,-88.58,9
44456,09/16,-95.27,13
44457,04/06,-18.52,6
44458,11/04,-93.58,15
44459,07/05,-45.61,20
44460,10/19,96.2,15
44461,10/11,50.15,10
44462,03/09,-66.2,14
44463,09/22,24.66,20
44464,05/22,90.93,7
44465,05/08,-39.49,15
44466,03/24,9.09,3
44467,01/06,70.2,5
44468,06/12,86.64,3
44469,03/06,-39.11,17
44470,05/15,-44.4,19
44471,01/26,17.05,20
44472,03/27,-46.02,9
44473,09/30,-72.69,10
44474,09/11,-27.34,20
44475,05/19,28.56,19
44476,05/25,11.14,6
44477,01/04,4.13,5
44478,02/25,59.13,5
44479,08/15,17.96,6
44480,01/31,88.13,8
44481,03/16,60.7,18
44482,11/23,6.94,3
44483,08/04,-69.13,2
44484,08/31,69.79,12
44485,01/30,10.65,3
44486,08/16,48.94,18
44487,02/05,74.07,11
44488,11/04,87.87,15
44489,11/15,-67.08,13
44490,11/16,-36.86,5
44491,12/20,-1.03,15
44492,08/21,58.83,16
44493,05/10,32.75,8
44494,06/09,1.25,11
44495,06/03,75.87,11
44496,10/11,95.63,4
44497,03/12,-49.21,12
44498,08/15,56.21,11
44499,09/20,84.15,13
44500,10/05,73.39,3
44501,08/18,-98.69,9
44502,02/22,-99.24,19
44503,06/24,-70.99,18
44504,04/15,-18.06,11
44505,04/25,86.76,2
44506,06/02,-48.74,9
44507,04/11,12.38,6
44508,09/28,-58.09,17
44509,11/02,-57.53,4
44510,10/26,-62.93,20
44511,04/02,79.94,1
44512,03/09,88.93,16
44513,09/29,87.79,17
44514,07/30,-24.63,19
44515,03/06,35.96,11
44516,06/28,55.66,11
44517,11/18,9.53,7
44518,09/23,57.43,15
44519,10/24,-51.29,5
44520,11/04,-87.66,6
44521,06/22,-54.34,8
44522,12/21,42.07,18
44523,02/09,-71.23,7
44524,02/10,-18.4,20
44525,02/05,-48.26,4
44526,04/22,50.61,5
44527,11/15,-96.85,20
44528,04/06,18.29,19
44529,07/25,39.08,19
44530,06/27,69.04,3
44531,01/07,-57.02,10
44532,02/28,26.67,14
44533,04/17,-65.68,20
44534,11/12,-52.57,13
44535,01/27,65.72,3
44536,01/03,-8.32,2
44537,08/25,-60.8,4
44538,02/21,-77.95,6
44539,01/29,-19.49,18
44540,03/17,66.43,6
44541,08/19,-92.08,7
44542,01/11,86.74,9
44543,11/13,-68.71,4
44544,01/05,27.08,15
44545,08/18,-35.36,20
44546,07/31,-87.91,3
44547,07/18,45.43,17
44548,06/05,-63.21,11
44549,05/10,-55.26,5
44550,05/28,52.4,14
44551,06/19,25.35,10
44552,08/08,-29.57,20
44553,09/10,-13.46,1
44554,07/25,-94.1,3
44555,07/19,95.16,9
44556,03/24,-28.37,14
44557,02/27,83.42,18
44558,05/26,-6.7,5
44559,07/04,-3.51,14
44560,12/01,15.53,11
44561,01/27,-42.66,3
44562,10/10,-36.45,6
44563,01/29,91.79,1
44564,11/18,86.03,3
44565,06/28,-48.84,8
44566,02/17,-85.85,2
44567,01/23,24.95,7
44568,11/10,-97.65,10
44569,05/23,-85.31,12
44570,01/05,-66.59,16
44571,12/24,12.66,14
44572,06/25,-29.85,18
44573,07/27,24.92,11
44574,03/21,-40.65,18
44575,10/02,-96.28,9
44576,01/15,25.34,12
44577,12/19,82.38,11
44578,11/21,62.95,4
44579,03/16,10.25,19
44580,12/04,84.37,8
44581,12/31,48.98,16
44582,12/07,-81.0,19
44583,01/09,-83.12,7
44584,11/30,-3.83,4
44585,07/31,37.55,10
44586,10/12,-41.46,16
44587,11/20,-94.74,10
44588,10/02,73.11,17
44589,01/24,89.9,3
44590,07/17,18.74,6
44591,03/09,-21.9,19
44592,12/12,-82.73,12
44593,01/07,-55.96,5
44594,07/31,1.07,7
44595,06/01,96.84,9
44596,05/23,22.55,5
44597,02/09,-73.9,4
44598,05/11,23.15,1
44599,08/17,62.34,19
44600,03/09,-39.83,9
44601,12/23,97.82,13
44602,07/27,46.51,11
44603,02/27,55.46,10
44604,05/13,-35.43,10
44605,05/23,93.72,2
44606,10/14,59.07,13
44607,06/03,-69.46,18
44608,02/14,-94.33,11
44609,04/08,53.94,16
44610,08/14,42.01,19
44611,12/27,4.87,18
44612,10/01,29.48,13
44613,07/20,-70.75,2
44614,03/31,-16.27,1
44615,03/13,-65.87,18
44616,03/15,38.22,18
44617,01/13,77.3,8
44618,07/18,-66.13,17
44619,07/02,14.82,7
44620,02/19,-70.0,12
44621,09/27,6.15,11
44622,05/01,-18.53,9
44623,12/14,28.22,6
44624,03/15,-1.95,6
44625,02/16,-2.25,18
44626,05/18,-23.87,17
44627,08/17,-81.58,15
44628,01/11,-92.65,18
44629,04/08,69.5,19
44630,05/28,56.8,9
44631,10/24,-76.18,2
44632,05/26,-51.61,11
44633,10/24,-26.55,9
44634,06/06,-99.96,3
44635,04/05,41.65,5
44636,01/09,-95.9,2
44637,02/16,-21.37,12
44638,11/05,62.06,13
44639,07/05,41.07,3
44640,02/28,-35.85,17
44641,08/08,-31.14,7
44642,01/13,-98.65,17
44643,08/06,62.41,19
44644,09/16,-60.11,15
44645,09/26,-30.91,3
44646,08/17,47.97,5
44647,09/07,45.92,5
44648,11/01,-78.23,18
44649,08/19,28.79,18
44650,07/10,-61.65,15
44651,05/02,3.35,2
44652,01/22,47.44,16
44653,02/05,23.42,16
44654,11/22,-92.53,10
44655,10/09,-62.57,14
44656,06/14,32.2,15
44657,02/02,97.31,4
44658,11/19,84.71,13
44659,02/02,59.39,16
44660,12/06,26.64,19
44661,01/08,77.82,1
44662,12/08,69.02,16
44663,06/06,-3.41,16
44664,05/31,92.69,8
44665,11/10,9.45,20
44666,11/10,83.85,18
44667,04/22,-10.97,3
44668,05/10,38.66,8
44669,05/27,47.83,6
44670,06/09,-26.62,11
44671,04/24,-20.69,7
44672,01/07,19.71,16
44673,02/27,-34.62,13
44674,08/02,-37.05,3
44675,05/09,-40.71,19
44676,08/07,69.84,3
44677,01/02,43.62,6
44678,12/13,-89.79,8
44679,09/29,55.44,16
44680,12/16,11.45,15
44681,12/13,-87.54,18
44682,06/04,0.36,13
44683,10/11,20.86,19
44684,12/22,-49.15,19
44685,12/16,43.65,7
44686,03/09,32.93,13
44687,02/12,84.93,18
44688,07/26,-12.03,16
44689,01/24,91.45,2
44690,01/11,45.68,16
44691,02/01,-59.98,7
44692,07/05,5.05,8
44693,01/12,-23.88,7
44694,11/01,84.02,7
44695,11/16,-14.07,11
44696,05/14,21.92,14
44697,07/14,-9.98,19
44698,05/31,-92.22,14
44699,05/14,63.98,4
44700,02/02,97.01,6
44701,09/05,-4.77,16
44702,05/23,-69.8,20
44703,03/14,59.73,8
44704,03/17,84.33,13
44705,08/09,42.1,3
44706,08/09,-66.15,20
44707,08/24,-77.53,3
44708,12/23,1.57,16
44709,10/15,-6.02,9
44710,11/03,33.49,6
44711,10/29,9.9,14
44712,11/24,38.84,17
44713,02/15,-54.16,15
44714,08/14,65.97,4
44715,11/16,-93.77,18
44716,03/26,4.99,1
44717,06/28,-67.67,12
44718,01/10,-79.36,7
44719,12/12,-87.43,1
44720,05/18,-55.59,18
44721,01/01,-46.13,15
44722,02/01,46.21,6
44723,01/17,46.69,15
44724,08/21,36.79,1
44725,05/09,-17.27,16
44726,02/28,-74.81,11
44727,12/29,79.98,3
44728,01/05,-32.83,17
44729,09/01,-41.5,9
44730,09/04,43.45,3
44731,09/12,76.07,14
44732,09/20,-43.74,2
44733,06/30,21.12,1
44734,03/18,61.69,9
44735,11/20,72.15,13
44736,09/17,70.02,5
44737,04/05,-70.14,16
44738,02/28,22.86,9
44739,02/19,-86.31,17
44740,09/30,80.54,12
44741,07/26,66.22,5
44742,01/25,67.47,3
44743,11/30,55.75,8
44744,11/26,48.96,20
44745,11/19,17.68,6
44746,01/20,9.42,13
44747,03/01,-75.35,10
44748,07/06,-50.47,13
44749,09/02,58.83,14
44750,12/29,-28.18,16
44751,02/27,-23.32,4
44752,09/16,71.81,18
44753,12/02,-62.89,9
44754,06/15,90.26,12
44755,01/08,-69.12,16
44756,05/14,85.39,10
44757,02/11,90.02,1
44758,02/11,30.96,16
44759,07/27,2.07,4
44760,10/15,-98.77,9
44761,08/28,-25.01,12
44762,12/06,-82.98,4
44763,04/24,39.15,18
44764,02/13,-85.49,14
44765,02/28,36.38,11
44766,03/23,70.2,11
44767,11/07,14.24,4
44768,01/30,-29.58,1
44769,12/08,-94.62,10
44770,03/11,-82.84,6
44771,06/20,-80.52,18
44772,06/10,43.14,18
44773,01/28,-21.01,4
44774,01/16,21.08,9
44775,03/06,-71.82,4
44776,07/30,63.61,19
44777,04/24,-19.47,19
44778,06/01,-47.26,2
44779,07/17,48.59,9
44780,03/18,69.44,17
44781,07/29,67.65,15
44782,12/24,6.09,10
44783,09/04,-85.33,20
44784,12/01,94.68,16
44785,07/04,24.88,11
44786,01/06,-45.95,15
44787,01/20,21.01,11
44788,09/18,83.06,11
44789,03/20,-80.79,15
44790,07/18,22.31,2
44791,01/05,-35.86,14
44792,01/10,-10.22,1
44793,04/22,-69.66,20
44794,07/23,-70.56,3
44795,10/04,79.5,12
44796,10/28,41.24,4
44797,01/25,81.53,8
44798,09/01,36.61,16
44799,08/14,52.65,15
44800,09/12,-73.08,17
44801,11/05,49.41,8
44802,12/27,24.22,10
44803,03/07,-79.15,20
44804,08/09,26.97,19
44805,03/13,-19.19,10
44806,07/31,-78.11,10
44807,02/28,6.3,7
44808,04/09,34.18,13
44809,02/09,33.66,6
44810,02/28,-6.26,17
44811,10/20,23.96,3
44812,08/27,26.42,11
44813,11/30,-6.64,10
44814,05/08,56.53,4
44815,07/07,99.62,11
44816,05/18,-48.65,2
44817,08/03,51.22,2
44818,09/01,69.79,12
44819,10/03,83.59,3
44820,07/16,-12.53,1
44821,05/30,-84.57,13
44822,02/18,15.52,6
44823,08/10,-80.4,6
44824,07/13,85.86,10
44825,06/13,-9.53,1
44826,10/27,64.12,2
44827,07/24,-13.32,6
44828,05/27,42.18,7
44829,05/20,84.85,18
44830,08/02,-32.72,10
44831,11/13,12.58,2
44832,06/18,60.82,15
44833,10/19,-62.7,8
44834,09/19,-30.52,14
44835,05/03,33.44,3
44836,08/27,-51.04,13
44837,01/18,35.65,11
44838,03/23,-22.63,6
44839,11/19,-9.81,20
44840,07/18,-2.41,1
44841,11/17,91.55,6
44842,06/26,62.42,4
44843,03/17,-99.26,3
44844,11/18,19.53,11
44845,12/19,-82.21,15
44846,01/26,23.65,18
44847,07/10,21.17,11
44848,10/04,-95.43,18
44849,08/08,12.41,9
44850,11/08,80.04,3
44851,03/11,-1.02,1
44852,10/28,-2.29,6
44853,08/25,36.85,1
44854,02/12,92.29,12
44855,03/10,88.86,7
44856,04/05,-92.65,13
44857,06/28,-90.62,4
44858,06/26,-41.38,8
44859,02/21,-75.45,13
44860,12/04,75.73,19
44861,10/06,-72.19,2
44862,05/24,33.87,16
44863,02/26,93.08,15
44864,05/30,-92.33,15
44865,06/18,-8.93,20
44866,11/14,4.31,12
44867,01/27,-43.85,19
